instructor_id,login_count,avg_session_time,assignments_created,student_count,engagement_score,purchased_package,institution_type
599,10,64.47,4,58,0.96,0,K12
600,16,50.34,7,145,0.39,1,HigherEd
601,4,36.32,6,58,0.44,0,K12
602,17,1.0,7,93,0.41,1,K12
603,9,9.62,4,89,0.79,0,K12
604,12,44.47,2,147,0.22,1,HigherEd
605,16,45.59,7,41,0.33,1,K12
606,12,84.49,3,134,0.51,1,HigherEd
607,9,45.58,5,21,0.24,1,K12
608,11,19.51,12,1,0.81,0,Tutoring
609,10,106.97,3,160,0.3,1,HigherEd
610,16,58.91,6,1,0.19,1,Tutoring
611,7,1.0,4,54,0.26,0,K12
612,11,56.97,0,143,0.44,1,HigherEd
613,13,20.45,3,148,0.63,0,HigherEd
614,12,37.97,2,170,0.14,0,HigherEd
615,7,69.87,6,93,0.15,0,K12
616,7,49.35,0,218,0.32,0,HigherEd
617,12,58.45,0,1,0.77,1,Tutoring
618,11,11.22,7,89,0.45,0,K12
619,17,43.6,0,107,0.71,1,HigherEd
620,14,23.04,5,157,0.46,1,HigherEd
621,16,57.92,3,220,0.5,1,HigherEd
622,10,23.75,4,48,0.26,0,K12
623,11,78.47,5,218,0.05,0,HigherEd
624,7,59.15,6,120,0.55,1,HigherEd
625,8,47.73,3,62,0.59,1,K12
626,12,47.35,0,102,0.78,1,HigherEd
627,12,51.52,5,23,0.54,1,K12
628,12,76.81,3,56,0.42,1,K12
629,10,60.07,4,21,0.33,1,K12
630,10,26.16,2,102,0.93,0,HigherEd
631,11,34.03,0,138,0.25,0,HigherEd
632,17,94.84,5,94,0.63,1,K12
633,10,48.07,1,79,0.25,0,K12
634,6,61.4,4,196,0.75,0,HigherEd
635,12,47.19,7,12,0.56,0,Tutoring
636,17,97.84,8,123,0.79,1,HigherEd
637,10,44.21,2,162,0.59,1,HigherEd
638,10,18.27,8,243,0.81,1,HigherEd
639,20,31.86,7,181,0.45,0,HigherEd
640,17,41.75,4,125,0.51,0,HigherEd
641,6,49.56,3,61,0.85,1,K12
642,10,54.61,1,103,0.45,1,HigherEd
643,8,62.66,2,58,0.45,0,K12
644,7,82.37,2,55,0.25,0,K12
645,12,45.43,8,296,0.75,1,HigherEd
646,19,29.54,4,177,0.86,1,HigherEd
647,13,37.48,1,1,0.2,0,Tutoring
648,13,37.37,1,146,0.17,0,HigherEd
649,17,26.22,4,111,0.73,1,HigherEd
650,7,66.66,0,66,0.93,1,K12
651,8,13.33,0,201,0.53,0,HigherEd
652,12,21.76,9,88,0.23,0,K12
653,16,7.77,1,45,0.32,0,K12
654,12,43.26,10,161,0.59,1,HigherEd
655,15,27.49,9,118,0.97,1,HigherEd
656,14,40.67,2,226,0.54,0,HigherEd
657,15,36.07,2,52,0.73,1,K12
658,10,24.93,3,233,0.61,1,HigherEd
659,12,32.19,3,141,0.41,0,HigherEd
660,9,63.2,3,23,0.37,0,K12
661,9,63.01,2,3,0.5,1,Tutoring
662,14,26.42,2,92,0.25,1,K12
663,14,43.07,5,182,0.81,1,HigherEd
664,16,20.21,8,208,0.77,1,HigherEd
665,11,89.08,7,92,0.84,1,K12
666,9,42.71,3,175,0.5,1,HigherEd
667,7,81.15,5,169,0.32,1,HigherEd
668,13,3.46,4,291,0.07,1,HigherEd
669,9,33.48,0,214,0.12,0,HigherEd
670,14,41.57,8,148,0.56,0,HigherEd
671,13,18.26,10,117,0.26,1,HigherEd
672,11,26.94,6,129,0.39,0,HigherEd
673,9,50.93,4,126,0.87,0,HigherEd
674,12,52.29,2,17,0.76,0,Tutoring
675,16,55.96,8,51,0.23,1,K12
676,10,24.67,2,266,0.69,0,HigherEd
677,13,60.68,2,58,0.4,1,K12
678,11,59.71,2,20,0.87,1,Tutoring
679,8,41.63,4,23,0.67,0,K12
680,15,38.08,0,199,0.81,0,HigherEd
681,17,58.86,0,49,0.75,0,K12
682,13,47.43,10,154,0.39,0,HigherEd
683,10,53.77,0,205,0.44,0,HigherEd
684,8,49.17,7,1,0.14,0,Tutoring
685,12,1.0,5,92,0.34,0,K12
686,14,10.19,7,67,0.39,1,K12
687,15,25.98,8,78,0.15,1,K12
688,11,52.82,6,118,0.84,1,HigherEd
689,16,58.08,11,100,0.62,1,K12
690,19,74.5,7,137,0.62,0,HigherEd
691,12,44.31,1,42,0.36,0,K12
692,9,76.88,3,234,0.88,1,HigherEd
693,11,20.16,5,3,0.68,1,Tutoring
694,10,58.04,4,56,0.54,0,K12
695,13,16.23,4,1,0.76,1,Tutoring
696,13,42.16,5,29,0.48,0,K12
697,10,52.65,0,88,0.82,0,K12
698,11,33.17,6,264,0.43,1,HigherEd
699,19,19.61,12,111,0.61,0,HigherEd
700,9,54.69,0,134,0.8,0,HigherEd
701,6,52.38,2,194,0.89,0,HigherEd
702,7,46.63,0,136,0.77,1,HigherEd
703,8,40.24,4,161,0.51,1,HigherEd
704,18,68.27,6,214,0.3,1,HigherEd
705,11,66.45,8,234,0.72,1,HigherEd
706,17,36.96,9,167,0.12,1,HigherEd
707,11,24.1,9,254,0.15,0,HigherEd
708,17,54.68,6,202,0.63,1,HigherEd
709,11,24.97,1,43,0.61,1,K12
710,9,41.5,6,113,0.27,0,HigherEd
711,11,50.94,9,1,0.76,0,Tutoring
712,8,81.23,8,54,0.85,0,K12
713,20,69.04,8,124,0.53,1,HigherEd
714,9,59.13,0,64,0.5,0,K12
715,16,26.02,3,1,0.71,1,Tutoring
716,11,35.31,0,215,0.98,0,HigherEd
717,11,44.95,2,279,0.84,0,HigherEd
718,7,30.59,0,86,0.28,1,K12
719,8,63.56,0,73,0.51,0,K12
720,13,18.97,7,130,0.25,0,HigherEd
721,15,48.03,5,70,0.49,1,K12
722,12,41.42,2,176,0.72,1,HigherEd
723,10,56.02,1,95,0.17,0,K12
724,13,49.2,0,1,0.64,0,Tutoring
725,7,20.11,4,63,0.47,0,K12
726,12,55.83,5,283,0.5,1,HigherEd
727,9,2.8,7,65,0.76,1,K12
728,12,61.13,3,138,0.57,0,HigherEd
729,11,45.42,1,114,0.3,1,HigherEd
730,16,11.08,5,94,0.73,0,K12
731,13,8.23,7,90,0.8,1,K12
732,11,12.9,6,121,0.62,0,HigherEd
733,13,54.98,4,135,0.69,1,HigherEd
734,7,44.39,3,64,0.21,0,K12
735,11,18.69,8,97,0.29,0,K12
736,10,17.43,7,195,0.15,1,HigherEd
737,10,59.29,3,176,0.4,1,HigherEd
738,9,71.81,10,1,0.27,1,Tutoring
739,13,51.21,1,27,0.57,0,K12
740,14,50.06,3,139,0.31,0,HigherEd
741,10,54.22,0,183,0.83,0,HigherEd
742,16,60.39,5,173,0.01,1,HigherEd
743,13,30.77,5,138,0.33,0,HigherEd
744,14,29.24,9,58,0.48,0,K12
745,11,51.86,8,57,0.81,1,K12
746,24,40.69,14,135,0.89,1,HigherEd
747,12,27.45,0,102,0.75,0,HigherEd
748,10,62.58,7,1,0.24,1,Tutoring
749,11,28.19,6,85,0.38,0,K12
750,12,11.95,3,124,0.91,1,HigherEd
751,9,34.44,7,1,0.67,1,Tutoring
752,15,45.11,0,144,0.52,0,HigherEd
753,10,68.35,1,51,0.68,1,K12
754,14,84.78,4,174,0.94,1,HigherEd
755,7,51.29,1,178,0.09,0,HigherEd
756,12,79.79,11,85,0.31,1,K12
757,9,10.13,4,142,0.76,0,HigherEd
758,12,4.58,0,33,0.51,0,K12
759,7,43.85,2,132,0.48,1,HigherEd
760,11,41.12,5,143,0.55,0,HigherEd
761,9,58.98,1,110,0.7,1,HigherEd
762,14,40.54,6,152,0.63,1,HigherEd
763,19,33.31,14,278,0.36,1,HigherEd
764,11,48.38,5,1,0.68,1,Tutoring
765,15,59.15,11,93,0.49,0,K12
766,10,66.5,7,189,0.79,1,HigherEd
767,13,40.41,8,60,0.4,1,K12
768,11,65.43,8,35,0.51,0,K12
769,11,22.66,0,41,0.41,1,K12
770,14,54.49,7,214,0.56,1,HigherEd
771,7,14.45,6,118,0.74,1,HigherEd
772,8,28.56,0,47,0.5,0,K12
773,17,19.6,2,97,0.62,1,K12
774,11,19.28,2,136,0.23,1,HigherEd
775,15,36.11,7,192,0.7,0,HigherEd
776,16,53.78,8,222,0.64,1,HigherEd
777,15,27.37,10,152,0.82,1,HigherEd
778,13,66.04,5,101,0.46,1,HigherEd
779,14,46.39,2,1,0.9,1,Tutoring
780,9,45.79,0,156,0.32,0,HigherEd
781,9,25.23,6,122,0.62,1,HigherEd
782,10,69.74,3,83,0.78,0,K12
783,9,23.87,1,163,0.53,0,HigherEd
784,10,87.23,1,94,0.57,0,K12
785,10,16.96,8,115,0.35,1,HigherEd
786,17,33.82,5,92,0.37,1,K12
787,8,1.0,1,1,0.62,1,Tutoring
788,11,49.11,2,55,0.57,1,K12
789,8,46.22,3,262,0.31,1,HigherEd
790,6,65.32,1,1,0.25,0,Tutoring
791,12,52.43,4,78,0.51,1,K12
792,14,51.84,11,1,0.26,1,Tutoring
793,7,64.83,2,77,0.84,1,K12
794,9,37.83,0,214,0.32,0,HigherEd
795,11,33.21,0,60,0.46,0,K12
796,14,44.44,9,173,0.27,0,HigherEd
797,16,40.33,6,138,0.74,0,HigherEd
798,11,64.89,5,109,0.53,1,HigherEd
799,12,51.35,3,43,0.57,0,K12
800,10,28.94,1,337,0.55,1,HigherEd
801,9,22.12,5,42,0.24,0,K12
802,11,3.63,4,84,0.46,0,K12
803,10,70.94,0,25,0.27,1,K12
804,12,31.54,6,191,0.94,1,HigherEd
805,16,31.35,6,1,0.19,1,Tutoring
806,15,64.89,8,80,0.64,0,K12
807,13,78.05,1,190,0.56,0,HigherEd
808,10,76.52,3,61,0.21,1,K12
809,19,47.68,9,21,0.72,1,K12
810,15,48.3,6,250,0.08,1,HigherEd
811,15,27.73,6,1,0.43,1,Tutoring
812,18,59.19,6,69,0.49,0,K12
813,12,82.68,3,176,0.38,1,HigherEd
814,13,24.48,7,237,0.26,0,HigherEd
815,17,49.16,9,47,0.51,0,K12
816,7,37.28,5,128,0.69,0,HigherEd
817,13,49.37,5,104,0.62,1,HigherEd
818,11,47.89,0,53,0.18,0,K12
819,13,28.55,7,145,0.31,0,HigherEd
820,14,64.25,9,115,0.32,0,HigherEd
821,18,47.29,4,295,0.22,0,HigherEd
822,12,31.99,3,280,0.72,1,HigherEd
823,9,64.36,5,1,0.12,0,Tutoring
824,14,75.54,11,349,0.13,0,HigherEd
825,7,55.38,2,64,0.78,1,K12
826,10,56.69,3,133,0.71,1,HigherEd
827,16,71.43,6,166,0.67,1,HigherEd
828,12,46.71,3,181,0.58,1,HigherEd
829,9,48.27,1,75,0.42,1,K12
830,14,38.64,7,47,0.6,0,K12
831,13,34.96,7,112,0.97,0,HigherEd
832,12,16.12,6,152,0.3,1,HigherEd
833,15,78.09,3,67,0.38,0,K12
834,14,46.83,4,69,0.84,1,K12
835,11,31.06,1,184,0.53,0,HigherEd
836,9,26.42,2,114,0.87,0,HigherEd
837,14,49.43,5,226,0.45,1,HigherEd
838,14,18.63,4,124,0.65,0,HigherEd
839,15,38.74,9,96,0.85,0,K12
840,16,36.17,4,307,0.67,1,HigherEd
841,12,22.16,4,1,0.24,0,Tutoring
842,12,22.93,9,14,0.69,1,Tutoring
843,13,64.06,7,69,0.46,1,K12
844,9,27.09,4,124,0.4,1,HigherEd
845,13,27.37,5,213,0.38,0,HigherEd
846,9,52.99,6,87,0.74,1,K12
847,16,15.82,7,1,0.33,1,Tutoring
848,12,42.05,5,74,0.49,0,K12
849,12,35.39,0,27,0.85,0,K12
850,11,27.22,3,38,0.6,1,K12
851,10,85.5,3,133,0.54,1,HigherEd
852,20,50.62,13,1,0.43,0,Tutoring
853,9,18.08,3,1,0.45,1,Tutoring
854,8,34.91,0,194,0.67,1,HigherEd
855,11,49.07,4,183,0.87,0,HigherEd
856,11,34.13,8,141,0.19,1,HigherEd
857,13,36.27,5,193,0.52,1,HigherEd
858,15,57.08,4,114,0.23,0,HigherEd
859,15,56.95,6,296,0.23,1,HigherEd
860,23,57.25,4,33,0.7,0,K12
861,6,59.84,0,140,0.91,0,HigherEd
862,10,36.35,10,100,0.62,0,K12
863,9,77.32,0,137,0.84,1,HigherEd
864,12,39.62,6,121,0.73,1,HigherEd
865,13,38.54,6,78,0.75,1,K12
866,14,32.04,6,166,0.41,1,HigherEd
867,13,94.2,7,50,0.91,1,K12
868,9,1.0,0,169,0.87,0,HigherEd
869,12,41.26,7,236,0.38,1,HigherEd
870,6,33.17,0,115,0.61,0,HigherEd
871,10,4.8,0,264,0.87,0,HigherEd
872,22,45.49,11,156,0.65,0,HigherEd
873,10,47.98,3,126,0.28,0,HigherEd
874,13,95.67,7,86,0.3,1,K12
875,8,58.1,3,14,0.35,0,Tutoring
876,15,56.17,2,1,0.63,1,Tutoring
877,10,61.19,4,128,0.84,1,HigherEd
878,15,47.52,1,10,0.39,0,Tutoring
879,9,49.68,7,170,0.93,1,HigherEd
880,11,78.22,6,38,0.49,0,K12
881,17,33.03,4,169,0.58,1,HigherEd
882,6,78.21,4,45,0.57,0,K12
883,14,40.27,1,135,0.12,0,HigherEd
884,10,54.59,6,30,0.83,1,K12
885,11,54.17,1,199,0.78,0,HigherEd
886,12,70.86,3,86,0.25,1,K12
887,11,83.25,0,278,0.82,1,HigherEd
888,14,55.03,10,61,0.74,1,K12
889,12,82.9,4,10,0.31,1,Tutoring
890,14,58.19,9,70,0.76,1,K12
891,11,38.52,5,200,0.46,1,HigherEd
892,13,34.88,3,145,0.45,1,HigherEd
893,9,31.32,3,124,0.94,1,HigherEd
894,9,47.78,3,157,0.42,0,HigherEd
895,17,63.56,7,1,0.64,0,Tutoring
896,10,62.86,1,121,0.28,1,HigherEd
897,13,39.68,6,269,0.09,0,HigherEd
898,13,57.47,4,131,0.75,1,HigherEd
899,16,23.63,7,89,0.17,1,K12
900,11,53.28,7,97,0.19,0,K12
901,7,15.06,4,175,0.65,0,HigherEd
902,11,35.69,3,237,0.55,0,HigherEd
903,10,55.19,2,249,0.43,0,HigherEd
904,10,61.88,3,100,0.63,0,K12
905,9,37.88,8,125,0.26,1,HigherEd
906,10,57.8,7,221,0.61,1,HigherEd
907,18,53.47,2,30,0.59,0,K12
908,10,42.28,4,126,0.67,0,HigherEd
909,14,44.31,8,307,0.1,1,HigherEd
910,14,42.63,6,165,0.57,0,HigherEd
911,18,73.3,4,111,0.34,0,HigherEd
912,10,27.38,6,185,0.92,0,HigherEd
913,11,50.86,0,1,0.61,1,Tutoring
914,11,14.19,0,288,0.55,0,HigherEd
915,12,62.62,6,169,0.23,1,HigherEd
916,12,29.15,8,230,0.53,0,HigherEd
917,9,48.7,5,161,0.81,1,HigherEd
918,10,20.92,4,170,0.51,1,HigherEd
919,16,85.5,1,225,0.74,1,HigherEd
920,14,28.68,2,159,0.74,1,HigherEd
921,13,46.11,5,130,0.85,1,HigherEd
922,8,63.98,0,144,0.72,1,HigherEd
923,9,73.4,5,63,0.81,0,K12
924,9,38.44,1,268,0.37,1,HigherEd
925,11,50.92,4,85,0.29,0,K12
926,12,49.99,4,204,0.46,1,HigherEd
927,12,64.62,3,259,0.63,1,HigherEd
928,11,58.52,1,44,0.89,0,K12
929,14,42.67,6,41,0.75,0,K12
930,15,25.44,3,1,0.36,1,Tutoring
931,4,23.25,1,30,0.57,0,K12
932,8,17.34,0,183,0.37,1,HigherEd
933,13,42.09,6,40,0.63,1,K12
934,11,55.29,3,30,0.29,0,K12
935,11,58.34,0,90,0.53,1,K12
936,11,49.59,0,66,0.18,1,K12
937,18,38.86,11,112,0.89,1,HigherEd
938,15,41.26,2,197,0.38,0,HigherEd
939,14,31.3,8,181,0.86,0,HigherEd
940,11,47.99,0,149,0.19,0,HigherEd
941,6,10.99,0,104,0.33,1,HigherEd
942,12,50.52,2,98,0.22,0,K12
943,16,60.48,6,137,0.84,1,HigherEd
944,11,49.9,3,139,0.43,0,HigherEd
945,11,41.33,4,1,0.85,1,Tutoring
946,11,58.37,5,24,0.17,0,K12
947,13,38.28,1,34,0.1,0,K12
948,15,44.44,4,125,0.3,1,HigherEd
949,8,59.87,2,111,0.62,1,HigherEd
950,11,60.18,5,242,0.54,0,HigherEd
951,7,69.25,10,133,0.55,1,HigherEd
952,11,58.63,4,168,0.37,1,HigherEd
953,13,56.96,4,129,0.27,0,HigherEd
954,16,44.97,5,139,0.6,0,HigherEd
955,8,42.69,3,165,0.49,1,HigherEd
956,13,34.17,4,173,0.72,0,HigherEd
957,15,59.15,5,86,0.11,1,K12
958,11,24.47,3,112,0.58,0,HigherEd
959,15,31.94,6,30,0.48,0,K12
960,15,26.21,0,169,0.33,0,HigherEd
961,16,14.52,3,194,0.6,0,HigherEd
962,10,49.95,6,3,0.22,0,Tutoring
963,8,58.04,1,37,0.29,0,K12
964,12,43.94,6,125,0.75,0,HigherEd
965,18,63.02,5,1,0.3,0,Tutoring
966,11,28.87,9,85,0.43,0,K12
967,16,61.85,11,266,0.29,1,HigherEd
968,14,40.06,0,262,0.22,0,HigherEd
969,11,63.18,4,39,0.46,0,K12
970,18,31.55,8,1,0.83,1,Tutoring
971,7,59.82,0,89,0.66,0,K12
972,14,61.6,6,137,0.49,0,HigherEd
973,8,54.78,2,155,0.28,0,HigherEd
974,14,36.02,4,127,0.11,1,HigherEd
975,14,29.49,7,161,0.58,1,HigherEd
976,11,45.66,4,45,0.55,0,K12
977,16,47.71,7,243,0.73,0,HigherEd
978,18,37.1,8,233,0.32,0,HigherEd
979,15,64.5,7,1,0.55,1,Tutoring
980,11,36.09,0,119,0.46,0,HigherEd
981,14,65.54,8,110,0.9,0,HigherEd
982,9,53.96,3,87,0.82,1,K12
983,11,37.21,8,117,0.38,1,HigherEd
984,16,34.75,7,1,0.56,0,Tutoring
985,12,25.44,2,1,0.81,0,Tutoring
986,10,36.15,0,150,0.29,0,HigherEd
987,8,25.56,3,234,0.1,0,HigherEd
988,10,32.72,3,103,0.29,1,HigherEd
989,21,55.74,4,234,0.13,0,HigherEd
990,13,53.4,5,1,0.81,1,Tutoring
991,9,16.82,4,1,0.44,0,Tutoring
992,8,37.9,6,13,0.5,0,Tutoring
993,7,81.96,5,110,0.7,1,HigherEd
994,20,5.46,7,139,0.41,0,HigherEd
995,4,40.99,0,202,0.95,0,HigherEd
996,16,52.43,5,83,0.47,1,K12
997,10,29.04,7,16,0.65,1,Tutoring
998,6,63.36,4,168,0.19,1,HigherEd
999,14,15.55,7,74,0.25,0,K12
1000,16,30.84,6,139,0.76,1,HigherEd
